ID	PartType	PartName	PrimaryAttribute	Number	AdditionAttr	SuitAttr	SuitId
11270174	7	50级紫色战士鞋子（套装）	{1,1408,2816},{6,528,1056}	3,8400,4,1600	{1000,1,704,3520},{300,1,704,3520},{100,1,704,3520},{1000,2,247,1232},{300,2,247,1232},{100,2,247,1232},{1000,3,141,704},{300,3,141,704},{100,3,141,704},{1000,4,141,704},{300,4,141,704},{100,4,141,704},{1000,5,176,880},{300,5,176,880},{100,5,176,880},{1000,6,176,880},{300,6,176,880},{100,6,176,880},{1000,7,53,264},{300,7,53,264},{100,7,53,264},{1000,8,53,264},{300,8,53,264},{100,8,53,264},{1000,9,53,264},{300,9,53,264},{100,9,53,264},{1000,10,53,264},{300,10,53,264},{100,10,53,264},{1000,11,53,264},{300,11,53,264},{100,11,53,264},{1000,13,88,440},{300,13,88,440},{100,13,88,440},{1000,14,88,440},{300,14,88,440},{100,14,88,440},{1000,15,44,220},{300,15,44,220},{100,15,44,220},{1000,16,88,440},{300,16,88,440},{100,16,88,440},{1000,19,53,264},{300,19,53,264},{100,19,53,264}	1	17
11280174	8	50级紫色战士戒指（套装）	{2,1478,2956},{7,211,422}	3,8400,4,1600	{1000,1,704,3520},{300,1,704,3520},{100,1,704,3520},{1000,2,247,1232},{300,2,247,1232},{100,2,247,1232},{1000,3,141,704},{300,3,141,704},{100,3,141,704},{1000,4,141,704},{300,4,141,704},{100,4,141,704},{1000,5,176,880},{300,5,176,880},{100,5,176,880},{1000,6,176,880},{300,6,176,880},{100,6,176,880},{1000,7,53,264},{300,7,53,264},{100,7,53,264},{1000,8,53,264},{300,8,53,264},{100,8,53,264},{1000,9,53,264},{300,9,53,264},{100,9,53,264},{1000,10,53,264},{300,10,53,264},{100,10,53,264},{1000,11,53,264},{300,11,53,264},{100,11,53,264},{1000,13,88,440},{300,13,88,440},{100,13,88,440},{1000,14,88,440},{300,14,88,440},{100,14,88,440},{1000,15,44,220},{300,15,44,220},{100,15,44,220},{1000,16,88,440},{300,16,88,440},{100,16,88,440},{1000,19,53,264},{300,19,53,264},{100,19,53,264}	1	18
11210185	1	50级橙色战士头盔	{5,816,1632},{6,816,1632}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11220185	2	50级橙色战士武器	{3,979,1958},{7,367,734}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11230185	3	50级橙色战士衣服	{1,4896,9792},{2,1142,2284}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11240185	4	50级橙色战士项链	{3,326,652},{6,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11250185	5	50级橙色战士腰带	{1,1632,3264},{5,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11260185	6	50级橙色战士手镯	{3,326,652},{5,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11270185	7	50级橙色战士鞋子	{1,1632,3264},{6,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11280185	8	50级橙色战士戒指	{2,1713,3427},{7,244,489}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	0	-1
11210195	1	50级橙色战士头盔（套装）	{5,816,1632},{6,816,1632}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	25
11220195	2	50级橙色战士武器（套装）	{3,979,1958},{7,367,734}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	26
11230195	3	50级橙色战士衣服（套装）	{1,4896,9792},{2,1142,2284}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	25
11240195	4	50级橙色战士项链（套装）	{3,326,652},{6,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	26
11250195	5	50级橙色战士腰带（套装）	{1,1632,3264},{5,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	25
11260195	6	50级橙色战士手镯（套装）	{3,326,652},{5,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	26
11270195	7	50级橙色战士鞋子（套装）	{1,1632,3264},{6,612,1224}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	25
11280195	8	50级橙色战士戒指（套装）	{2,1713,3427},{7,244,489}	4,8400,5,1600	{1000,1,816,4080},{300,1,816,4080},{100,1,816,4080},{1000,2,286,1428},{300,2,286,1428},{100,2,286,1428},{1000,3,164,816},{300,3,164,816},{100,3,164,816},{1000,4,164,816},{300,4,164,816},{100,4,164,816},{1000,5,204,1020},{300,5,204,1020},{100,5,204,1020},{1000,6,204,1020},{300,6,204,1020},{100,6,204,1020},{1000,7,62,306},{300,7,62,306},{100,7,62,306},{1000,8,62,306},{300,8,62,306},{100,8,62,306},{1000,9,62,306},{300,9,62,306},{100,9,62,306},{1000,10,62,306},{300,10,62,306},{100,10,62,306},{1000,11,62,306},{300,11,62,306},{100,11,62,306},{1000,13,102,510},{300,13,102,510},{100,13,102,510},{1000,14,102,510},{300,14,102,510},{100,14,102,510},{1000,15,51,255},{300,15,51,255},{100,15,51,255},{1000,16,102,510},{300,16,102,510},{100,16,102,510},{1000,19,62,306},{300,19,62,306},{100,19,62,306}	1	26
11210204	1	60级紫色战士头盔	{5,960,1920},{6,960,1920}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
11220204	2	60级紫色战士武器	{3,1152,2304},{7,432,864}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
11230204	3	60级紫色战士衣服	{1,5760,11520},{2,1344,2688}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
11240204	4	60级紫色战士项链	{3,384,768},{6,720,1440}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
11250204	5	60级紫色战士腰带	{1,1920,3840},{5,720,1440}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
11260204	6	60级紫色战士手镯	{3,384,768},{5,720,1440}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
11270204	7	60级紫色战士鞋子	{1,1920,3840},{6,720,1440}	3,8400,4,1600	{1000,1,960,4800},{300,1,960,4800},{100,1,960,4800},{1000,2,336,1680},{300,2,336,1680},{100,2,336,1680},{1000,3,192,960},{300,3,192,960},{100,3,192,960},{1000,4,192,960},{300,4,192,960},{100,4,192,960},{1000,5,240,1200},{300,5,240,1200},{100,5,240,1200},{1000,6,240,1200},{300,6,240,1200},{100,6,240,1200},{1000,7,72,360},{300,7,72,360},{100,7,72,360},{1000,8,72,360},{300,8,72,360},{100,8,72,360},{1000,9,72,360},{300,9,72,360},{100,9,72,360},{1000,10,72,360},{300,10,72,360},{100,10,72,360},{1000,11,72,360},{300,11,72,360},{100,11,72,360},{1000,13,120,600},{300,13,120,600},{100,13,120,600},{1000,14,120,600},{300,14,120,600},{100,14,120,600},{1000,15,60,300},{300,15,60,300},{100,15,60,300},{1000,16,120,600},{300,16,120,600},{100,16,120,600},{1000,19,72,360},{300,19,72,360},{100,19,72,360}	0	-1
